% Model:              Untitled.mph
% Version:            COMSOL 6.3.0.290
% Date:               Aug 28 2026, 18:55
% Dimension:          3
% Nodes:              10000
% Expressions:        3
% Description:        Bx, By, Bz
% Length unit:        mm
% x             y              z              mfnc.Bx (T)    mfnc.By (T)    mfnc.Bz (T)
-63.000         -57.000        -20.000        -8.0518E-5     9.7103E-4      -0.0010054
-61.000         -57.000        -20.000        -8.2028E-5     9.8429E-4      -0.0010360
-59.000         -57.000        -20.000        -8.3156E-5     9.9904E-4      -0.0010654
-57.000         -57.000        -20.000        -8.3525E-5     0.0010164      -0.0010928
-55.000         -57.000        -20.000        -8.4625E-5     0.0010360      -0.0011198
-53.000         -57.000        -20.000        -8.6288E-5     0.0010578      -0.0011460
-51.000         -57.000        -20.000        -8.9424E-5     0.0010825      -0.0011713
-49.000         -57.000        -20.000        -9.4718E-5     0.0011092      -0.0011948
-47.000         -57.000        -20.000        -1.0267E-4     0.0011378      -0.0012190
-45.000         -57.000        -20.000        -1.1441E-4     0.0011682      -0.0012407
-43.000         -57.000        -20.000        -1.2890E-4     0.0011997      -0.0012657
-41.000         -57.000        -20.000        -1.4804E-4     0.0012315      -0.0012885
-39.000         -57.000        -20.000        -1.7142E-4     0.0012629      -0.0013124
-37.000         -57.000        -20.000        -1.9919E-4     0.0012933      -0.0013375
-35.000         -57.000        -20.000        -2.3172E-4     0.0013218      -0.0013641
-33.000         -57.000        -20.000        -2.6752E-4     0.0013475      -0.0013919
-31.000         -57.000        -20.000        -3.0781E-4     0.0013696      -0.0014223
-29.000         -57.000        -20.000        -3.5139E-4     0.0013870      -0.0014532
-27.000         -57.000        -20.000        -3.9759E-4     0.0013997      -0.0014866
-25.000         -57.000        -20.000        -4.4552E-4     0.0014072      -0.0015230
-23.000         -57.000        -20.000        -4.9397E-4     0.0014081      -0.0015606
-21.000         -57.000        -20.000        -5.4311E-4     0.0014029      -0.0016006
-19.000         -57.000        -20.000        -5.9122E-4     0.0013916      -0.0016418
-17.000         -57.000        -20.000        -6.3771E-4     0.0013740      -0.0016829
-15.000         -57.000        -20.000        -6.8081E-4     0.0013505      -0.0017269
-13.000         -57.000        -20.000        -7.2026E-4     0.0013216      -0.0017731
-11.000         -57.000        -20.000        -7.5542E-4     0.0012876      -0.0018186
-9.0000         -57.000        -20.000        -7.8562E-4     0.0012499      -0.0018639
-7.0000         -57.000        -20.000        -8.1001E-4     0.0012091      -0.0019075
-5.0000         -57.000        -20.000        -8.2808E-4     0.0011657      -0.0019518
-3.0000         -57.000        -20.000        -8.4058E-4     0.0011215      -0.0019943
-1.0000         -57.000        -20.000        -8.4647E-4     0.0010773      -0.0020341
1.0000          -57.000        -20.000        -8.4657E-4     0.0010342      -0.0020737
3.0000          -57.000        -20.000        -8.4109E-4     9.9350E-4      -0.0021088
5.0000          -57.000        -20.000        -8.3057E-4     9.5581E-4      -0.0021436
7.0000          -57.000        -20.000        -8.1615E-4     9.2267E-4      -0.0021744
9.0000          -57.000        -20.000        -7.9800E-4     8.9439E-4      -0.0021997
11.000          -57.000        -20.000        -7.7759E-4     8.7169E-4      -0.0022246
13.000          -57.000        -20.000        -7.5630E-4     8.5553E-4      -0.0022478
15.000          -57.000        -20.000        -7.3574E-4     8.4494E-4      -0.0022658
17.000          -57.000        -20.000        -7.1591E-4     8.4209E-4      -0.0022820
19.000          -57.000        -20.000        -6.9909E-4     8.4491E-4      -0.0022939
21.000          -57.000        -20.000        -6.8643E-4     8.5375E-4      -0.0023083
23.000          -57.000        -20.000        -6.7903E-4     8.6694E-4      -0.0023175
25.000          -57.000        -20.000        -6.7876E-4     8.8493E-4      -0.0023284
27.000          -57.000        -20.000        -6.8519E-4     9.0558E-4      -0.0023380
29.000          -57.000        -20.000        -7.0016E-4     9.2786E-4      -0.0023486
31.000          -57.000        -20.000        -7.2369E-4     9.4960E-4      -0.0023602
33.000          -57.000        -20.000        -7.5588E-4     9.6929E-4      -0.0023738
35.000          -57.000        -20.000        -7.9785E-4     9.8607E-4      -0.0023904
37.000          -57.000        -20.000        -8.4606E-4     9.9653E-4      -0.0024087
39.000          -57.000        -20.000        -9.0303E-4     9.9869E-4      -0.0024316
41.000          -57.000        -20.000        -9.6620E-4     9.9220E-4      -0.0024567
43.000          -57.000        -20.000        -0.0010342     9.7524E-4      -0.0024874
45.000          -57.000        -20.000        -0.0011048     9.4565E-4      -0.0025230
47.000          -57.000        -20.000        -0.0011762     9.0287E-4      -0.0025581
49.000          -57.000        -20.000        -0.0012477     8.4539E-4      -0.0025987
51.000          -57.000        -20.000        -0.0013156     7.7433E-4      -0.0026443
53.000          -57.000        -20.000        -0.0013777     6.8902E-4      -0.0026894
55.000          -57.000        -20.000        -0.0014301     5.9040E-4      -0.0027326
57.000          -57.000        -20.000        -0.0014751     4.7739E-4      -0.0027817
59.000          -57.000        -20.000        -0.0015047     3.5539E-4      -0.0028263
61.000          -57.000        -20.000        -0.0015232     2.2531E-4      -0.0028736
63.000          -57.000        -20.000        -0.0015251     8.7877E-5      -0.0029082
65.000          -57.000        -20.000        -0.0015114     -5.6374E-5     -0.0029450
67.000          -57.000        -20.000        -0.0014834     -1.9896E-4     -0.0029745
69.000          -57.000        -20.000        -0.0014378     -3.4043E-4     -0.0029963
71.000          -57.000        -20.000        -0.0013786     -4.8124E-4     -0.0030031
73.000          -57.000        -20.000        -0.0013047     -6.1445E-4     -0.0030115
75.000          -57.000        -20.000        -0.0012188     -7.3790E-4     -0.0030082
77.000          -57.000        -20.000        -0.0011226     -8.5326E-4     -0.0029924
79.000          -57.000        -20.000        -0.0010170     -9.5725E-4     -0.0029694
81.000          -57.000        -20.000        -9.0657E-4     -0.0010471     -0.0029342
83.000          -57.000        -20.000        -7.9132E-4     -0.0011238     -0.0028914
85.000          -57.000        -20.000        -6.7336E-4     -0.0011891     -0.0028392
87.000          -57.000        -20.000        -5.5660E-4     -0.0012379     -0.0027823
89.000          -57.000        -20.000        -4.4212E-4     -0.0012743     -0.0027145
91.000          -57.000        -20.000        -3.2964E-4     -0.0012985     -0.0026414
93.000          -57.000        -20.000        -2.2268E-4     -0.0013111     -0.0025689
95.000          -57.000        -20.000        -1.2138E-4     -0.0013133     -0.0024878
97.000          -57.000        -20.000        -2.5894E-5     -0.0013055     -0.0024049
99.000          -57.000        -20.000        6.1419E-5      -0.0012891     -0.0023202
-99.000         -55.000        -20.000        1.3094E-4      7.5369E-4      -4.8939E-4
-97.000         -55.000        -20.000        1.1990E-4      7.7753E-4      -5.1236E-4
-95.000         -55.000        -20.000        1.0795E-4      8.0072E-4      -5.3686E-4
-93.000         -55.000        -20.000        9.5156E-5      8.2337E-4      -5.6302E-4
-91.000         -55.000        -20.000        8.1247E-5      8.4508E-4      -5.9048E-4
-89.000         -55.000        -20.000        6.6817E-5      8.6582E-4      -6.1895E-4
-87.000         -55.000        -20.000        5.2026E-5      8.8535E-4      -6.4880E-4
-85.000         -55.000        -20.000        3.6682E-5      9.0353E-4      -6.8036E-4
-83.000         -55.000        -20.000        2.1620E-5      9.2036E-4      -7.1283E-4
-81.000         -55.000        -20.000        6.7829E-6      9.3568E-4      -7.4623E-4
-79.000         -55.000        -20.000        -7.4446E-6     9.4964E-4      -7.8053E-4
-77.000         -55.000        -20.000        -2.0901E-5     9.6224E-4      -8.1488E-4
-75.000         -55.000        -20.000        -3.2802E-5     9.7375E-4      -8.5247E-4
-73.000         -55.000        -20.000        -4.3380E-5     9.8429E-4      -8.8832E-4
-71.000         -55.000        -20.000        -5.2068E-5     9.9407E-4      -9.2486E-4
-69.000         -55.000        -20.000        -5.8909E-5     0.0010040      -9.6072E-4
-67.000         -55.000        -20.000        -6.3867E-5     0.0010141      -9.9595E-4
-65.000         -55.000        -20.000        -6.6707E-5     0.0010247      -0.0010313
-63.000         -55.000        -20.000        -6.7948E-5     0.0010369      -0.0010648
-61.000         -55.000        -20.000        -6.7655E-5     0.0010510      -0.0010975
-59.000         -55.000        -20.000        -6.6225E-5     0.0010669      -0.0011292
-57.000         -55.000        -20.000        -6.4292E-5     0.0010854      -0.0011579
-55.000         -55.000        -20.000        -6.2575E-5     0.0011075      -0.0011883
-53.000         -55.000        -20.000        -6.1279E-5     0.0011321      -0.0012146
-51.000         -55.000        -20.000        -6.1998E-5     0.0011599      -0.0012406
-49.000         -55.000        -20.000        -6.4543E-5     0.0011907      -0.0012658
-47.000         -55.000        -20.000        -7.0501E-5     0.0012243      -0.0012902
-45.000         -55.000        -20.000        -8.0419E-5     0.0012600      -0.0013129
-43.000         -55.000        -20.000        -9.4143E-5     0.0012976      -0.0013357
-41.000         -55.000        -20.000        -1.1294E-4     0.0013357      -0.0013598
-39.000         -55.000        -20.000        -1.3682E-4     0.0013735      -0.0013849
-37.000         -55.000        -20.000        -1.6652E-4     0.0014108      -0.0014084
-35.000         -55.000        -20.000        -2.0108E-4     0.0014460      -0.0014368
-33.000         -55.000        -20.000        -2.4059E-4     0.0014781      -0.0014653
-31.000         -55.000        -20.000        -2.8479E-4     0.0015064      -0.0014958
-29.000         -55.000        -20.000        -3.3370E-4     0.0015294      -0.0015294
-27.000         -55.000        -20.000        -3.8542E-4     0.0015466      -0.0015664
-25.000         -55.000        -20.000        -4.3938E-4     0.0015575      -0.0016044
-23.000         -55.000        -20.000        -4.9487E-4     0.0015617      -0.0016446
-21.000         -55.000        -20.000        -5.5061E-4     0.0015585      -0.0016869
-19.000         -55.000        -20.000        -6.0607E-4     0.0015481      -0.0017333
-17.000         -55.000        -20.000        -6.5875E-4     0.0015295      -0.0017804
-15.000         -55.000        -20.000        -7.0808E-4     0.0015041      -0.0018291
-13.000         -55.000        -20.000        -7.5335E-4     0.0014728      -0.0018795
-11.000         -55.000        -20.000        -7.9335E-4     0.0014354      -0.0019284
-9.0000         -55.000        -20.000        -8.2773E-4     0.0013932      -0.0019809
-7.0000         -55.000        -20.000        -8.5480E-4     0.0013469      -0.0020323
-5.0000         -55.000        -20.000        -8.7507E-4     0.0012980      -0.0020800
-3.0000         -55.000        -20.000        -8.8773E-4     0.0012479      -0.0021253
-1.0000         -55.000        -20.000        -8.9355E-4     0.0011975      -0.0021735
1.0000          -55.000        -20.000        -8.9182E-4     0.0011492      -0.0022163
3.0000          -55.000        -20.000        -8.8289E-4     0.0011026      -0.0022566
5.0000          -55.000        -20.000        -8.6835E-4     0.0010600      -0.0022929
7.0000          -55.000        -20.000        -8.4901E-4     0.0010223      -0.0023264
9.0000          -55.000        -20.000        -8.2521E-4     9.9044E-4      -0.0023549
11.000          -55.000        -20.000        -7.9751E-4     9.6657E-4      -0.0023816
13.000          -55.000        -20.000        -7.6920E-4     9.4964E-4      -0.0024043
15.000          -55.000        -20.000        -7.4135E-4     9.4039E-4      -0.0024225
17.000          -55.000        -20.000        -7.1471E-4     9.3959E-4      -0.0024380
19.000          -55.000        -20.000        -6.9097E-4     9.4611E-4      -0.0024501
21.000          -55.000        -20.000        -6.7163E-4     9.6029E-4      -0.0024613
23.000          -55.000        -20.000        -6.5921E-4     9.8138E-4      -0.0024699
25.000          -55.000        -20.000        -6.5486E-4     0.0010081      -0.0024779
27.000          -55.000        -20.000        -6.5856E-4     0.0010386      -0.0024850
29.000          -55.000        -20.000        -6.7232E-4     0.0010715      -0.0024929
31.000          -55.000        -20.000        -6.9661E-4     0.0011035      -0.0025024
33.000          -55.000        -20.000        -7.3196E-4     0.0011356      -0.0025142
35.000          -55.000        -20.000        -7.7807E-4     0.0011634      -0.0025312
37.000          -55.000        -20.000        -8.3404E-4     0.0011853      -0.0025495
39.000          -55.000        -20.000        -8.9868E-4     0.0011997      -0.0025713
41.000          -55.000        -20.000        -9.7405E-4     0.0012021      -0.0026005
43.000          -55.000        -20.000        -0.0010545     0.0011912      -0.0026324
45.000          -55.000        -20.000        -0.0011389     0.0011673      -0.0026712
47.000          -55.000        -20.000        -0.0012258     0.0011274      -0.0027142
49.000          -55.000        -20.000        -0.0013120     0.0010717      -0.0027594
51.000          -55.000        -20.000        -0.0013970     9.9848E-4      -0.0028101
53.000          -55.000        -20.000        -0.0014732     9.0728E-4      -0.0028659
55.000          -55.000        -20.000        -0.0015407     8.0052E-4      -0.0029213
57.000          -55.000        -20.000        -0.0015968     6.7779E-4      -0.0029758
59.000          -55.000        -20.000        -0.0016392     5.4165E-4      -0.0030337
61.000          -55.000        -20.000        -0.0016682     3.9485E-4      -0.0030880
63.000          -55.000        -20.000        -0.0016745     2.3742E-4      -0.0031351
65.000          -55.000        -20.000        -0.0016650     7.5503E-5      -0.0031806
67.000          -55.000        -20.000        -0.0016379     -8.8262E-5     -0.0032162
69.000          -55.000        -20.000        -0.0015893     -2.5251E-4     -0.0032435
71.000          -55.000        -20.000        -0.0015245     -4.1346E-4     -0.0032604
73.000          -55.000        -20.000        -0.0014438     -5.6505E-4     -0.0032726
75.000          -55.000        -20.000        -0.0013478     -7.0873E-4     -0.0032683
77.000          -55.000        -20.000        -0.0012393     -8.4328E-4     -0.0032537
79.000          -55.000        -20.000        -0.0011218     -9.5985E-4     -0.0032291
81.000          -55.000        -20.000        -9.9683E-4     -0.0010638     -0.0031898
83.000          -55.000        -20.000        -8.6651E-4     -0.0011535     -0.0031410
85.000          -55.000        -20.000        -7.3488E-4     -0.0012253     -0.0030834
87.000          -55.000        -20.000        -6.0346E-4     -0.0012823     -0.0030208
89.000          -55.000        -20.000        -4.7397E-4     -0.0013242     -0.0029442
91.000          -55.000        -20.000        -3.4898E-4     -0.0013525     -0.0028654
93.000          -55.000        -20.000        -2.3025E-4     -0.0013654     -0.0027781
95.000          -55.000        -20.000        -1.1782E-4     -0.0013678     -0.0026871
97.000          -55.000        -20.000        -1.2855E-5     -0.0013603     -0.0025914
99.000          -55.000        -20.000        8.2519E-5      -0.0013413     -0.0024963
-99.000         -53.000        -20.000        1.5635E-4      7.9600E-4      -5.0117E-4
-97.000         -53.000        -20.000        1.4509E-4      8.2279E-4      -5.2619E-4
-95.000         -53.000        -20.000        1.3230E-4      8.4883E-4      -5.5198E-4
-93.000         -53.000        -20.000        1.1889E-4      8.7491E-4      -5.7945E-4
-91.000         -53.000        -20.000        1.0409E-4      8.9952E-4      -6.0953E-4
-89.000         -53.000        -20.000        8.8241E-5      9.2279E-4      -6.4055E-4
-87.000         -53.000        -20.000        7.2158E-5      9.4554E-4      -6.7295E-4
-85.000         -53.000        -20.000        5.5447E-5      9.6624E-4      -7.0701E-4
-83.000         -53.000        -20.000        3.8517E-5      9.8510E-4      -7.4288E-4
-81.000         -53.000        -20.000        2.2188E-5      0.0010026      -7.7892E-4
-79.000         -53.000        -20.000        6.4544E-6      0.0010184      -8.1718E-4
-77.000         -53.000        -20.000        -8.4666E-6     0.0010320      -8.5603E-4
-75.000         -53.000        -20.000        -2.1529E-5     0.0010447      -8.9544E-4
-73.000         -53.000        -20.000        -3.2735E-5     0.0010559      -9.3510E-4
-71.000         -53.000        -20.000        -4.2079E-5     0.0010664      -9.7589E-4
-69.000         -53.000        -20.000        -4.9090E-5     0.0010762      -0.0010146
-67.000         -53.000        -20.000        -5.3475E-5     0.0010866      -0.0010546
-65.000         -53.000        -20.000        -5.5158E-5     0.0010974      -0.0010928
-63.000         -53.000        -20.000        -5.4900E-5     0.0011097      -0.0011299
-61.000         -53.000        -20.000        -5.2427E-5     0.0011242      -0.0011651
-59.000         -53.000        -20.000        -4.8000E-5     0.0011414      -0.0011971
-57.000         -53.000        -20.000        -4.3488E-5     0.0011615      -0.0012319
-55.000         -53.000        -20.000        -3.8064E-5     0.0011856      -0.0012590
-53.000         -53.000        -20.000        -3.3184E-5     0.0012130      -0.0012893
-51.000         -53.000        -20.000        -3.0149E-5     0.0012449      -0.0013166
-49.000         -53.000        -20.000        -3.0205E-5     0.0012801      -0.0013411
-47.000         -53.000        -20.000        -3.3197E-5     0.0013189      -0.0013650
-45.000         -53.000        -20.000        -4.0542E-5     0.0013611      -0.0013888
-43.000         -53.000        -20.000        -5.2755E-5     0.0014054      -0.0014106
-41.000         -53.000        -20.000        -7.1227E-5     0.0014509      -0.0014341
-39.000         -53.000        -20.000        -9.5576E-5     0.0014965      -0.0014592
-37.000         -53.000        -20.000        -1.2603E-4     0.0015418      -0.0014844
-35.000         -53.000        -20.000        -1.6334E-4     0.0015851      -0.0015108
-33.000         -53.000        -20.000        -2.0701E-4     0.0016253      -0.0015403
-31.000         -53.000        -20.000        -2.5639E-4     0.0016610      -0.0015712
-29.000         -53.000        -20.000        -3.0980E-4     0.0016906      -0.0016070
-27.000         -53.000        -20.000        -3.6808E-4     0.0017140      -0.0016445
-25.000         -53.000        -20.000        -4.2976E-4     0.0017298      -0.0016849
-23.000         -53.000        -20.000        -4.9364E-4     0.0017378      -0.0017311
-21.000         -53.000        -20.000        -5.5750E-4     0.0017368      -0.0017776
-19.000         -53.000        -20.000        -6.1985E-4     0.0017270      -0.0018280
-17.000         -53.000        -20.000        -6.8033E-4     0.0017087      -0.0018805
-15.000         -53.000        -20.000        -7.3761E-4     0.0016819      -0.0019365
-13.000         -53.000        -20.000        -7.9020E-4     0.0016471      -0.0019915
-11.000         -53.000        -20.000        -8.3578E-4     0.0016057      -0.0020476
-9.0000         -53.000        -20.000        -8.7446E-4     0.0015580      -0.0021056
-7.0000         -53.000        -20.000        -9.0536E-4     0.0015059      -0.0021614
-5.0000         -53.000        -20.000        -9.2780E-4     0.0014502      -0.0022171
-3.0000         -53.000        -20.000        -9.4189E-4     0.0013928      -0.0022728
-1.0000         -53.000        -20.000        -9.4607E-4     0.0013355      -0.0023231
1.0000          -53.000        -20.000        -9.4285E-4     0.0012793      -0.0023706
3.0000          -53.000        -20.000        -9.3113E-4     0.0012263      -0.0024148
5.0000          -53.000        -20.000        -9.1140E-4     0.0011777      -0.0024550
7.0000          -53.000        -20.000        -8.8513E-4     0.0011349      -0.0024931
9.0000          -53.000        -20.000        -8.5410E-4     0.0010992      -0.0025236
11.000          -53.000        -20.000        -8.2007E-4     0.0010725      -0.0025471
13.000          -53.000        -20.000        -7.8322E-4     0.0010543      -0.0025753
15.000          -53.000        -20.000        -7.4556E-4     0.0010457      -0.0025937
17.000          -53.000        -20.000        -7.0916E-4     0.0010472      -0.0026068
19.000          -53.000        -20.000        -6.7720E-4     0.0010583      -0.0026167
21.000          -53.000        -20.000        -6.5117E-4     0.0010793      -0.0026228
23.000          -53.000        -20.000        -6.3131E-4     0.0011082      -0.0026304
25.000          -53.000        -20.000        -6.2086E-4     0.0011448      -0.0026348
27.000          -53.000        -20.000        -6.2057E-4     0.0011870      -0.0026413
29.000          -53.000        -20.000        -6.3300E-4     0.0012329      -0.0026432
31.000          -53.000        -20.000        -6.5743E-4     0.0012795      -0.0026524
33.000          -53.000        -20.000        -6.9478E-4     0.0013256      -0.0026594
35.000          -53.000        -20.000        -7.4574E-4     0.0013685      -0.0026740
37.000          -53.000        -20.000        -8.0970E-4     0.0014049      -0.0026913
39.000          -53.000        -20.000        -8.8570E-4     0.0014319      -0.0027152
41.000          -53.000        -20.000        -9.7121E-4     0.0014467      -0.0027432
43.000          -53.000        -20.000        -0.0010654     0.0014474      -0.0027771
45.000          -53.000        -20.000        -0.0011677     0.0014311      -0.0028220
47.000          -53.000        -20.000        -0.0012735     0.0013972      -0.0028687
49.000          -53.000        -20.000        -0.0013779     0.0013424      -0.0029221
51.000          -53.000        -20.000        -0.0014787     0.0012678      -0.0029800
53.000          -53.000        -20.000        -0.0015750     0.0011709      -0.0030446
55.000          -53.000        -20.000        -0.0016618     0.0010552      -0.0031120
57.000          -53.000        -20.000        -0.0017322     9.1740E-4      -0.0031829
59.000          -53.000        -20.000        -0.0017899     7.6983E-4      -0.0032448
61.000          -53.000        -20.000        -0.0018279     6.0277E-4      -0.0033127
63.000          -53.000        -20.000        -0.0018440     4.2235E-4      -0.0033803
65.000          -53.000        -20.000        -0.0018405     2.4111E-4      -0.0034324
67.000          -53.000        -20.000        -0.0018147     5.2638E-5      -0.0034781
69.000          -53.000        -20.000        -0.0017626     -1.3794E-4     -0.0035159
71.000          -53.000        -20.000        -0.0016949     -3.2039E-4     -0.0035448
73.000          -53.000        -20.000        -0.0016041     -4.9679E-4     -0.0035568
75.000          -53.000        -20.000        -0.0014956     -6.6432E-4     -0.0035573
77.000          -53.000        -20.000        -0.0013757     -8.1652E-4     -0.0035436
79.000          -53.000        -20.000        -0.0012421     -9.5235E-4     -0.0035200
81.000          -53.000        -20.000        -0.0010998     -0.0010731     -0.0034757
83.000          -53.000        -20.000        -9.5254E-4     -0.0011750     -0.0034233
85.000          -53.000        -20.000        -8.0493E-4     -0.0012576     -0.0033586
87.000          -53.000        -20.000        -6.5697E-4     -0.0013234     -0.0032860
89.000          -53.000        -20.000        -5.1082E-4     -0.0013713     -0.0031978
91.000          -53.000        -20.000        -3.7115E-4     -0.0014026     -0.0031070
93.000          -53.000        -20.000        -2.3805E-4     -0.0014193     -0.0030071
95.000          -53.000        -20.000        -1.1380E-4     -0.0014221     -0.0029034
97.000          -53.000        -20.000        1.5766E-6      -0.0014126     -0.0027978
99.000          -53.000        -20.000        1.0602E-4      -0.0013923     -0.0026845
-99.000         -51.000        -20.000        1.8488E-4      8.4154E-4      -5.1306E-4
-97.000         -51.000        -20.000        1.7358E-4      8.7185E-4      -5.3933E-4
-95.000         -51.000        -20.000        1.6021E-4      9.0160E-4      -5.6766E-4
-93.000         -51.000        -20.000        1.4580E-4      9.3101E-4      -5.9689E-4
-91.000         -51.000        -20.000        1.3000E-4      9.5952E-4      -6.2858E-4
-89.000         -51.000        -20.000        1.1298E-4      9.8643E-4      -6.6202E-4
-87.000         -51.000        -20.000        9.4924E-5      0.0010119      -6.9683E-4
-85.000         -51.000        -20.000        7.6917E-5      0.0010362      -7.3456E-4
-83.000         -51.000        -20.000        5.8334E-5      0.0010581      -7.7233E-4
-81.000         -51.000        -20.000        3.9560E-5      0.0010773      -8.1251E-4
-79.000         -51.000        -20.000        2.2161E-5      0.0010957      -8.5511E-4
-77.000         -51.000        -20.000        5.4667E-6      0.0011114      -8.9847E-4
-75.000         -51.000        -20.000        -9.1851E-6     0.0011248      -9.4112E-4
-73.000         -51.000        -20.000        -2.1882E-5     0.0011369      -9.8514E-4
-71.000         -51.000        -20.000        -3.1884E-5     0.0011480      -0.0010300
-69.000         -51.000        -20.000        -3.8929E-5     0.0011578      -0.0010733
-67.000         -51.000        -20.000        -4.2825E-5     0.0011674      -0.0011168
-65.000         -51.000        -20.000        -4.3716E-5     0.0011788      -0.0011600
-63.000         -51.000        -20.000        -4.1551E-5     0.0011911      -0.0012012
-61.000         -51.000        -20.000        -3.6336E-5     0.0012053      -0.0012395
-59.000         -51.000        -20.000        -2.9029E-5     0.0012235      -0.0012758
-57.000         -51.000        -20.000        -2.0390E-5     0.0012450      -0.0013105
-55.000         -51.000        -20.000        -1.1247E-5     0.0012705      -0.0013403
-53.000         -51.000        -20.000        -2.0672E-6     0.0013016      -0.0013705
-51.000         -51.000        -20.000        5.3690E-6      0.0013372      -0.0013981
-49.000         -51.000        -20.000        9.7951E-6      0.0013774      -0.0014239
-47.000         -51.000        -20.000        1.0630E-5      0.0014216      -0.0014459
-45.000         -51.000        -20.000        5.3251E-6      0.0014710      -0.0014686
-43.000         -51.000        -20.000        -3.8783E-6     0.0015233      -0.0014919
-41.000         -51.000        -20.000        -2.1003E-5     0.0015777      -0.0015151
-39.000         -51.000        -20.000        -4.5517E-5     0.0016325      -0.0015386
-37.000         -51.000        -20.000        -7.6995E-5     0.0016865      -0.0015614
-35.000         -51.000        -20.000        -1.1765E-4     0.0017398      -0.0015893
-33.000         -51.000        -20.000        -1.6411E-4     0.0017893      -0.0016177
-31.000         -51.000        -20.000        -2.1881E-4     0.0018334      -0.0016499
-29.000         -51.000        -20.000        -2.7964E-4     0.0018712      -0.0016852
-27.000         -51.000        -20.000        -3.4557E-4     0.0019018      -0.0017256
-25.000         -51.000        -20.000        -4.1632E-4     0.0019243      -0.0017700
-23.000         -51.000        -20.000        -4.8797E-4     0.0019363      -0.0018192
-21.000         -51.000        -20.000        -5.6120E-4     0.0019383      -0.0018706
-19.000         -51.000        -20.000        -6.3372E-4     0.0019307      -0.0019279
-17.000         -51.000        -20.000        -7.0396E-4     0.0019121      -0.0019849
-15.000         -51.000        -20.000        -7.6970E-4     0.0018840      -0.0020453
-13.000         -51.000        -20.000        -8.3019E-4     0.0018456      -0.0021086
-11.000         -51.000        -20.000        -8.8304E-4     0.0017993      -0.0021712
-9.0000         -51.000        -20.000        -9.2755E-4     0.0017459      -0.0022356
-7.0000         -51.000        -20.000        -9.6331E-4     0.0016870      -0.0023024
-5.0000         -51.000        -20.000        -9.8775E-4     0.0016235      -0.0023661
-3.0000         -51.000        -20.000        -0.0010036     0.0015575      -0.0024263
-1.0000         -51.000        -20.000        -0.0010074     0.0014919      -0.0024828
1.0000          -51.000        -20.000        -0.0010018     0.0014278      -0.0025402
3.0000          -51.000        -20.000        -9.8564E-4     0.0013668      -0.0025865
5.0000          -51.000        -20.000        -9.6014E-4     0.0013100      -0.0026327
7.0000          -51.000        -20.000        -9.2774E-4     0.0012603      -0.0026735
9.0000          -51.000        -20.000        -8.8795E-4     0.0012201      -0.0027070
11.000          -51.000        -20.000        -8.4362E-4     0.0011892      -0.0027367
13.000          -51.000        -20.000        -7.9623E-4     0.0011695      -0.0027581
15.000          -51.000        -20.000        -7.4790E-4     0.0011615      -0.0027724
17.000          -51.000        -20.000        -7.0133E-4     0.0011658      -0.0027894
19.000          -51.000        -20.000        -6.5851E-4     0.0011821      -0.0028003
21.000          -51.000        -20.000        -6.2163E-4     0.0012090      -0.0028038
23.000          -51.000        -20.000        -5.9305E-4     0.0012478      -0.0028077
25.000          -51.000        -20.000        -5.7659E-4     0.0012958      -0.0028057
27.000          -51.000        -20.000        -5.6950E-4     0.0013528      -0.0028065
29.000          -51.000        -20.000        -5.7839E-4     0.0014131      -0.0028040
31.000          -51.000        -20.000        -6.0221E-4     0.0014758      -0.0028071
33.000          -51.000        -20.000        -6.4122E-4     0.0015390      -0.0028118
35.000          -51.000        -20.000        -6.9960E-4     0.0016004      -0.0028216
37.000          -51.000        -20.000        -7.6903E-4     0.0016552      -0.0028372
39.000          -51.000        -20.000        -8.5638E-4     0.0016979      -0.0028590
41.000          -51.000        -20.000        -9.5635E-4     0.0017281      -0.0028867
43.000          -51.000        -20.000        -0.0010681     0.0017418      -0.0029249
45.000          -51.000        -20.000        -0.0011892     0.0017387      -0.0029688
47.000          -51.000        -20.000        -0.0013137     0.0017111      -0.0030251
49.000          -51.000        -20.000        -0.0014413     0.0016608      -0.0030917
51.000          -51.000        -20.000        -0.0015656     0.0015878      -0.0031574
53.000          -51.000        -20.000        -0.0016841     0.0014882      -0.0032342
55.000          -51.000        -20.000        -0.0017907     0.0013610      -0.0033125
57.000          -51.000        -20.000        -0.0018849     0.0012162      -0.0033967
59.000          -51.000        -20.000        -0.0019588     0.0010482      -0.0034787
61.000          -51.000        -20.000        -0.0020093     8.5905E-4      -0.0035563
63.000          -51.000        -20.000        -0.0020387     6.5992E-4      -0.0036406
65.000          -51.000        -20.000        -0.0020416     4.4980E-4      -0.0037043
67.000          -51.000        -20.000        -0.0020167     2.3161E-4      -0.0037639
69.000          -51.000        -20.000        -0.0019642     1.4554E-5      -0.0038208
71.000          -51.000        -20.000        -0.0018899     -1.9727E-4     -0.0038506
73.000          -51.000        -20.000        -0.0017887     -4.0255E-4     -0.0038765
75.000          -51.000        -20.000        -0.0016673     -5.9696E-4     -0.0038778
77.000          -51.000        -20.000        -0.0015324     -7.7210E-4     -0.0038682
79.000          -51.000        -20.000        -0.0013802     -9.3149E-4     -0.0038384
81.000          -51.000        -20.000        -0.0012195     -0.0010711     -0.0037895
