% Model:              Untitled.mph
% Version:            COMSOL 6.3.0.290
% Date:               Aug 28 2026, 18:55
% Dimension:          3
% Nodes:              10000
% Expressions:        3
% Description:        Bx, By, Bz
% Length unit:        mm
% x             y              z              mfnc.Bx (T)    mfnc.By (T)    mfnc.Bz (T)
-1.0000         43.000         -20.000        -7.2368E-4     -0.0056653     -7.4442E-5
1.0000          43.000         -20.000        -8.2610E-4     -0.0055537     -1.5522E-4
3.0000          43.000         -20.000        -9.0371E-4     -0.0054274     -2.2608E-4
5.0000          43.000         -20.000        -9.5039E-4     -0.0052896     -3.0032E-4
7.0000          43.000         -20.000        -9.6923E-4     -0.0051489     -3.7363E-4
9.0000          43.000         -20.000        -9.5779E-4     -0.0050058     -4.4867E-4
11.000          43.000         -20.000        -9.1629E-4     -0.0048695     -5.0688E-4
13.000          43.000         -20.000        -8.4382E-4     -0.0047448     -5.5962E-4
15.000          43.000         -20.000        -7.4379E-4     -0.0046396     -6.0150E-4
17.000          43.000         -20.000        -6.2130E-4     -0.0045581     -6.3356E-4
19.000          43.000         -20.000        -4.7498E-4     -0.0045062     -6.5105E-4
21.000          43.000         -20.000        -3.1313E-4     -0.0044885     -6.4529E-4
23.000          43.000         -20.000        -1.4077E-4     -0.0045093     -6.2521E-4
25.000          43.000         -20.000        2.8391E-5      -0.0045723     -5.8654E-4
27.000          43.000         -20.000        1.9326E-4      -0.0046773     -5.2742E-4
29.000          43.000         -20.000        3.4757E-4      -0.0048255     -4.6004E-4
31.000          43.000         -20.000        4.8360E-4      -0.0050160     -3.6709E-4
33.000          43.000         -20.000        5.8666E-4      -0.0052450     -2.5596E-4
35.000          43.000         -20.000        6.5047E-4      -0.0055067     -1.4169E-4
37.000          43.000         -20.000        6.6936E-4      -0.0057949     -1.2143E-5
39.000          43.000         -20.000        6.3835E-4      -0.0061050     1.1644E-4
41.000          43.000         -20.000        5.5314E-4      -0.0064252     2.6423E-4
43.000          43.000         -20.000        3.9954E-4      -0.0067495     3.8394E-4
45.000          43.000         -20.000        1.9485E-4      -0.0070448     5.2188E-4
47.000          43.000         -20.000        -7.5227E-5     -0.0073266     6.3156E-4
49.000          43.000         -20.000        -4.0528E-4     -0.0075724     7.1571E-4
51.000          43.000         -20.000        -7.7890E-4     -0.0077624     7.9155E-4
53.000          43.000         -20.000        -0.0012123     -0.0078896     8.2564E-4
55.000          43.000         -20.000        -0.0016719     -0.0079529     8.3012E-4
57.000          43.000         -20.000        -0.0021515     -0.0079283     7.9473E-4
59.000          43.000         -20.000        -0.0026411     -0.0078231     7.1412E-4
61.000          43.000         -20.000        -0.0031246     -0.0076327     6.0681E-4
63.000          43.000         -20.000        -0.0035806     -0.0073483     4.5535E-4
65.000          43.000         -20.000        -0.0040006     -0.0069929     2.7056E-4
67.000          43.000         -20.000        -0.0043686     -0.0065678     6.7149E-5
69.000          43.000         -20.000        -0.0046668     -0.0060725     -1.7007E-4
71.000          43.000         -20.000        -0.0049026     -0.0055392     -4.0731E-4
73.000          43.000         -20.000        -0.0050608     -0.0049699     -6.5669E-4
75.000          43.000         -20.000        -0.0051393     -0.0043754     -8.9648E-4
77.000          43.000         -20.000        -0.0051534     -0.0037866     -0.0011365
79.000          43.000         -20.000        -0.0050908     -0.0032123     -0.0013442
81.000          43.000         -20.000        -0.0049709     -0.0026465     -0.0015500
83.000          43.000         -20.000        -0.0047953     -0.0021169     -0.0017220
85.000          43.000         -20.000        -0.0045780     -0.0016334     -0.0018573
87.000          43.000         -20.000        -0.0043312     -0.0011821     -0.0019739
89.000          43.000         -20.000        -0.0040507     -7.7744E-4     -0.0020780
91.000          43.000         -20.000        -0.0037635     -4.2955E-4     -0.0021357
93.000          43.000         -20.000        -0.0034673     -1.2084E-4     -0.0021723
95.000          43.000         -20.000        -0.0031694     1.4318E-4      -0.0021858
97.000          43.000         -20.000        -0.0028787     3.6227E-4      -0.0021831
99.000          43.000         -20.000        -0.0025987     5.4399E-4      -0.0021641
-99.000         45.000         -20.000        0.0013618      -0.0010810     -9.5654E-5
-97.000         45.000         -20.000        0.0014035      -0.0011781     -8.1975E-5
-95.000         45.000         -20.000        0.0014426      -0.0012835     -6.4387E-5
-93.000         45.000         -20.000        0.0014780      -0.0013946     -4.7033E-5
-91.000         45.000         -20.000        0.0015068      -0.0015112     -2.9844E-5
-89.000         45.000         -20.000        0.0015305      -0.0016342     -8.2811E-6
-87.000         45.000         -20.000        0.0015483      -0.0017618     1.2269E-5
-85.000         45.000         -20.000        0.0015560      -0.0018931     3.2717E-5
-83.000         45.000         -20.000        0.0015560      -0.0020266     5.3370E-5
-81.000         45.000         -20.000        0.0015473      -0.0021612     7.5408E-5
-79.000         45.000         -20.000        0.0015278      -0.0022947     9.3846E-5
-77.000         45.000         -20.000        0.0014992      -0.0024260     1.1312E-4
-75.000         45.000         -20.000        0.0014616      -0.0025517     1.2794E-4
-73.000         45.000         -20.000        0.0014151      -0.0026710     1.3934E-4
-71.000         45.000         -20.000        0.0013614      -0.0027822     1.4921E-4
-69.000         45.000         -20.000        0.0013030      -0.0028825     1.5294E-4
-67.000         45.000         -20.000        0.0012418      -0.0029720     1.5501E-4
-65.000         45.000         -20.000        0.0011793      -0.0030491     1.5058E-4
-63.000         45.000         -20.000        0.0011194      -0.0031155     1.4228E-4
-61.000         45.000         -20.000        0.0010638      -0.0031709     1.2959E-4
-59.000         45.000         -20.000        0.0010164      -0.0032158     1.1580E-4
-57.000         45.000         -20.000        9.7747E-4      -0.0032543     9.8198E-5
-55.000         45.000         -20.000        9.4930E-4      -0.0032883     8.0201E-5
-53.000         45.000         -20.000        9.3299E-4      -0.0033204     6.1750E-5
-51.000         45.000         -20.000        9.2756E-4      -0.0033531     4.1235E-5
-49.000         45.000         -20.000        9.3304E-4      -0.0033930     2.5171E-5
-47.000         45.000         -20.000        9.4863E-4      -0.0034395     1.2464E-5
-45.000         45.000         -20.000        9.7006E-4      -0.0034956     -1.0865E-6
-43.000         45.000         -20.000        9.9770E-4      -0.0035652     -5.4329E-6
-41.000         45.000         -20.000        0.0010254      -0.0036491     -3.6421E-6
-39.000         45.000         -20.000        0.0010504      -0.0037458     -2.6260E-6
-37.000         45.000         -20.000        0.0010704      -0.0038565     6.3741E-6
-35.000         45.000         -20.000        0.0010797      -0.0039805     1.0294E-5
-33.000         45.000         -20.000        0.0010806      -0.0041141     3.2281E-5
-31.000         45.000         -20.000        0.0010645      -0.0042574     4.4298E-5
-29.000         45.000         -20.000        0.0010322      -0.0044062     6.1285E-5
-27.000         45.000         -20.000        9.8218E-4      -0.0045569     7.8229E-5
-25.000         45.000         -20.000        9.1062E-4      -0.0047035     8.8193E-5
-23.000         45.000         -20.000        8.2598E-4      -0.0048418     1.0059E-4
-21.000         45.000         -20.000        7.2059E-4      -0.0049729     1.0570E-4
-19.000         45.000         -20.000        6.0075E-4      -0.0050905     1.0276E-4
-17.000         45.000         -20.000        4.6883E-4      -0.0051906     9.9176E-5
-15.000         45.000         -20.000        3.2296E-4      -0.0052690     8.1823E-5
-13.000         45.000         -20.000        1.7553E-4      -0.0053247     5.9528E-5
-11.000         45.000         -20.000        2.4320E-5      -0.0053576     2.8514E-5
-9.0000         45.000         -20.000        -1.2454E-4     -0.0053678     -1.1886E-5
-7.0000         45.000         -20.000        -2.6844E-4     -0.0053538     -5.0122E-5
-5.0000         45.000         -20.000        -4.0264E-4     -0.0053180     -9.8872E-5
-3.0000         45.000         -20.000        -5.2609E-4     -0.0052598     -1.5684E-4
-1.0000         45.000         -20.000        -6.3063E-4     -0.0051828     -2.1335E-4
1.0000          45.000         -20.000        -7.1715E-4     -0.0050910     -2.7475E-4
3.0000          45.000         -20.000        -7.8230E-4     -0.0049874     -3.3627E-4
5.0000          45.000         -20.000        -8.2322E-4     -0.0048772     -4.0954E-4
7.0000          45.000         -20.000        -8.4098E-4     -0.0047609     -4.6231E-4
9.0000          45.000         -20.000        -8.3179E-4     -0.0046470     -5.1639E-4
11.000          45.000         -20.000        -7.9847E-4     -0.0045366     -5.6914E-4
13.000          45.000         -20.000        -7.4200E-4     -0.0044379     -6.1492E-4
15.000          45.000         -20.000        -6.5991E-4     -0.0043568     -6.4705E-4
17.000          45.000         -20.000        -5.6148E-4     -0.0042973     -6.6970E-4
19.000          45.000         -20.000        -4.4592E-4     -0.0042624     -6.7848E-4
21.000          45.000         -20.000        -3.1900E-4     -0.0042555     -6.7649E-4
23.000          45.000         -20.000        -1.8626E-4     -0.0042783     -6.6340E-4
25.000          45.000         -20.000        -5.1156E-5     -0.0043373     -6.3319E-4
27.000          45.000         -20.000        7.7070E-5      -0.0044325     -5.8625E-4
29.000          45.000         -20.000        1.9237E-4      -0.0045621     -5.2797E-4
31.000          45.000         -20.000        2.8732E-4      -0.0047249     -4.5847E-4
33.000          45.000         -20.000        3.5887E-4      -0.0049185     -3.7566E-4
35.000          45.000         -20.000        3.9087E-4      -0.0051338     -2.9025E-4
37.000          45.000         -20.000        3.9720E-4      -0.0053737     -1.9256E-4
39.000          45.000         -20.000        3.5266E-4      -0.0056280     -9.0540E-5
41.000          45.000         -20.000        2.6216E-4      -0.0058896     1.8153E-5
43.000          45.000         -20.000        1.2461E-4      -0.0061477     1.1440E-4
45.000          45.000         -20.000        -6.6176E-5     -0.0063937     2.0504E-4
47.000          45.000         -20.000        -3.0779E-4     -0.0066100     2.8595E-4
49.000          45.000         -20.000        -5.9467E-4     -0.0067956     3.4541E-4
51.000          45.000         -20.000        -9.2457E-4     -0.0069418     3.9108E-4
53.000          45.000         -20.000        -0.0012896     -0.0070288     4.1311E-4
55.000          45.000         -20.000        -0.0016792     -0.0070580     4.0382E-4
57.000          45.000         -20.000        -0.0020855     -0.0070226     3.6656E-4
59.000          45.000         -20.000        -0.0024959     -0.0069111     2.9738E-4
61.000          45.000         -20.000        -0.0028998     -0.0067332     2.0617E-4
63.000          45.000         -20.000        -0.0032775     -0.0064814     7.5269E-5
65.000          45.000         -20.000        -0.0036275     -0.0061646     -7.7558E-5
67.000          45.000         -20.000        -0.0039349     -0.0057887     -2.4257E-4
69.000          45.000         -20.000        -0.0041863     -0.0053630     -4.1942E-4
71.000          45.000         -20.000        -0.0043829     -0.0048958     -6.1902E-4
73.000          45.000         -20.000        -0.0045198     -0.0044059     -8.1456E-4
75.000          45.000         -20.000        -0.0045917     -0.0038991     -0.0010043
77.000          45.000         -20.000        -0.0046015     -0.0033867     -0.0011903
79.000          45.000         -20.000        -0.0045566     -0.0028824     -0.0013611
81.000          45.000         -20.000        -0.0044634     -0.0023970     -0.0015233
83.000          45.000         -20.000        -0.0043159     -0.0019318     -0.0016504
85.000          45.000         -20.000        -0.0041360     -0.0014998     -0.0017707
87.000          45.000         -20.000        -0.0039312     -0.0011057     -0.0018634
89.000          45.000         -20.000        -0.0036952     -7.4679E-4     -0.0019320
91.000          45.000         -20.000        -0.0034490     -4.2785E-4     -0.0019885
93.000          45.000         -20.000        -0.0031959     -1.5142E-4     -0.0020156
95.000          45.000         -20.000        -0.0029394     8.9779E-5      -0.0020280
97.000          45.000         -20.000        -0.0026850     2.9755E-4      -0.0020267
99.000          45.000         -20.000        -0.0024390     4.6532E-4      -0.0020085
-99.000         47.000         -20.000        0.0012707      -0.0010516     -1.1217E-4
-97.000         47.000         -20.000        0.0013069      -0.0011421     -1.0060E-4
-95.000         47.000         -20.000        0.0013394      -0.0012386     -8.8348E-5
-93.000         47.000         -20.000        0.0013686      -0.0013392     -7.4898E-5
-91.000         47.000         -20.000        0.0013927      -0.0014454     -6.0238E-5
-89.000         47.000         -20.000        0.0014117      -0.0015574     -4.5353E-5
-87.000         47.000         -20.000        0.0014256      -0.0016714     -2.9911E-5
-85.000         47.000         -20.000        0.0014302      -0.0017878     -1.3856E-5
-83.000         47.000         -20.000        0.0014295      -0.0019083     2.3535E-6
-81.000         47.000         -20.000        0.0014206      -0.0020281     1.5495E-5
-79.000         47.000         -20.000        0.0014027      -0.0021453     3.0775E-5
-77.000         47.000         -20.000        0.0013783      -0.0022624     4.3746E-5
-75.000         47.000         -20.000        0.0013453      -0.0023747     5.4326E-5
-73.000         47.000         -20.000        0.0013059      -0.0024798     6.1222E-5
-71.000         47.000         -20.000        0.0012612      -0.0025795     6.7919E-5
-69.000         47.000         -20.000        0.0012123      -0.0026710     7.0820E-5
-67.000         47.000         -20.000        0.0011610      -0.0027530     6.9977E-5
-65.000         47.000         -20.000        0.0011093      -0.0028251     6.5133E-5
-63.000         47.000         -20.000        0.0010598      -0.0028890     5.7589E-5
-61.000         47.000         -20.000        0.0010140      -0.0029446     4.6905E-5
-59.000         47.000         -20.000        9.7313E-4      -0.0029926     3.3881E-5
-57.000         47.000         -20.000        9.3968E-4      -0.0030344     2.0722E-5
-55.000         47.000         -20.000        9.1389E-4      -0.0030735     3.0192E-6
-53.000         47.000         -20.000        8.9723E-4      -0.0031112     -1.2993E-5
-51.000         47.000         -20.000        8.8889E-4      -0.0031506     -2.6663E-5
-49.000         47.000         -20.000        8.8840E-4      -0.0031941     -4.3619E-5
-47.000         47.000         -20.000        8.9629E-4      -0.0032431     -5.2810E-5
-45.000         47.000         -20.000        9.0829E-4      -0.0033002     -6.3077E-5
-43.000         47.000         -20.000        9.2367E-4      -0.0033669     -6.8796E-5
-41.000         47.000         -20.000        9.3868E-4      -0.0034445     -7.1389E-5
-39.000         47.000         -20.000        9.5134E-4      -0.0035328     -6.8938E-5
-37.000         47.000         -20.000        9.5971E-4      -0.0036320     -6.6773E-5
-35.000         47.000         -20.000        9.6039E-4      -0.0037410     -6.1314E-5
-33.000         47.000         -20.000        9.5147E-4      -0.0038574     -5.3336E-5
-31.000         47.000         -20.000        9.2883E-4      -0.0039808     -4.2931E-5
-29.000         47.000         -20.000        8.9376E-4      -0.0041063     -3.4017E-5
-27.000         47.000         -20.000        8.4500E-4      -0.0042339     -2.6179E-5
-25.000         47.000         -20.000        7.8001E-4      -0.0043577     -2.0283E-5
-23.000         47.000         -20.000        7.0028E-4      -0.0044758     -1.7779E-5
-21.000         47.000         -20.000        6.0579E-4      -0.0045856     -1.9034E-5
-19.000         47.000         -20.000        5.0238E-4      -0.0046822     -2.2093E-5
-17.000         47.000         -20.000        3.8665E-4      -0.0047638     -3.4123E-5
-15.000         47.000         -20.000        2.6281E-4      -0.0048296     -4.8396E-5
-13.000         47.000         -20.000        1.3437E-4      -0.0048767     -7.1177E-5
-11.000         47.000         -20.000        4.0973E-6      -0.0049049     -9.8105E-5
-9.0000         47.000         -20.000        -1.2156E-4     -0.0049125     -1.3315E-4
-7.0000         47.000         -20.000        -2.4474E-4     -0.0049003     -1.7195E-4
-5.0000         47.000         -20.000        -3.6022E-4     -0.0048692     -2.1625E-4
-3.0000         47.000         -20.000        -4.6439E-4     -0.0048221     -2.6398E-4
-1.0000         47.000         -20.000        -5.5370E-4     -0.0047586     -3.1723E-4
1.0000          47.000         -20.000        -6.2728E-4     -0.0046845     -3.6794E-4
3.0000          47.000         -20.000        -6.8392E-4     -0.0045987     -4.1856E-4
5.0000          47.000         -20.000        -7.2032E-4     -0.0045080     -4.6862E-4
7.0000          47.000         -20.000        -7.3637E-4     -0.0044144     -5.2110E-4
9.0000          47.000         -20.000        -7.3035E-4     -0.0043208     -5.6894E-4
11.000          47.000         -20.000        -7.0497E-4     -0.0042354     -6.0821E-4
13.000          47.000         -20.000        -6.6132E-4     -0.0041584     -6.4381E-4
15.000          47.000         -20.000        -5.9837E-4     -0.0040950     -6.7284E-4
17.000          47.000         -20.000        -5.1960E-4     -0.0040501     -6.9135E-4
19.000          47.000         -20.000        -4.2784E-4     -0.0040247     -7.0088E-4
21.000          47.000         -20.000        -3.3103E-4     -0.0040248     -7.0031E-4
23.000          47.000         -20.000        -2.2774E-4     -0.0040515     -6.8847E-4
25.000          47.000         -20.000        -1.2422E-4     -0.0041066     -6.6489E-4
27.000          47.000         -20.000        -2.6307E-5     -0.0041888     -6.3135E-4
29.000          47.000         -20.000        5.7473E-5      -0.0043000     -5.8475E-4
31.000          47.000         -20.000        1.2188E-4      -0.0044365     -5.3068E-4
33.000          47.000         -20.000        1.6857E-4      -0.0045996     -4.6913E-4
35.000          47.000         -20.000        1.8579E-4      -0.0047823     -4.0164E-4
37.000          47.000         -20.000        1.7171E-4      -0.0049791     -3.2090E-4
39.000          47.000         -20.000        1.1781E-4      -0.0051875     -2.4476E-4
41.000          47.000         -20.000        2.7575E-5      -0.0053961     -1.7088E-4
43.000          47.000         -20.000        -1.0100E-4     -0.0056013     -9.9297E-5
45.000          47.000         -20.000        -2.7520E-4     -0.0057930     -3.2239E-5
47.000          47.000         -20.000        -4.8904E-4     -0.0059615     1.9575E-5
49.000          47.000         -20.000        -7.4053E-4     -0.0061015     6.0716E-5
51.000          47.000         -20.000        -0.0010246     -0.0062060     8.8352E-5
53.000          47.000         -20.000        -0.0013363     -0.0062661     9.4851E-5
55.000          47.000         -20.000        -0.0016691     -0.0062699     6.8550E-5
57.000          47.000         -20.000        -0.0020113     -0.0062190     4.1820E-5
59.000          47.000         -20.000        -0.0023568     -0.0061131     -2.4836E-5
61.000          47.000         -20.000        -0.0026960     -0.0059456     -9.7995E-5
63.000          47.000         -20.000        -0.0030086     -0.0057188     -1.9838E-4
65.000          47.000         -20.000        -0.0033003     -0.0054340     -3.2597E-4
67.000          47.000         -20.000        -0.0035580     -0.0051095     -4.6720E-4
69.000          47.000         -20.000        -0.0037693     -0.0047439     -6.0983E-4
71.000          47.000         -20.000        -0.0039370     -0.0043372     -7.6060E-4
73.000          47.000         -20.000        -0.0040507     -0.0039098     -9.2229E-4
75.000          47.000         -20.000        -0.0041154     -0.0034754     -0.0010683
77.000          47.000         -20.000        -0.0041293     -0.0030308     -0.0012233
79.000          47.000         -20.000        -0.0040915     -0.0025900     -0.0013539
81.000          47.000         -20.000        -0.0040163     -0.0021684     -0.0014794
83.000          47.000         -20.000        -0.0038969     -0.0017649     -0.0015849
85.000          47.000         -20.000        -0.0037461     -0.0013795     -0.0016765
87.000          47.000         -20.000        -0.0035733     -0.0010315     -0.0017563
89.000          47.000         -20.000        -0.0033749     -7.1597E-4     -0.0018103
91.000          47.000         -20.000        -0.0031659     -4.2604E-4     -0.0018504
93.000          47.000         -20.000        -0.0029476     -1.7327E-4     -0.0018755
95.000          47.000         -20.000        -0.0027264     4.5682E-5      -0.0018835
97.000          47.000         -20.000        -0.0025060     2.3639E-4      -0.0018782
99.000          47.000         -20.000        -0.0022879     3.9658E-4      -0.0018635
-99.000         49.000         -20.000        0.0011863      -0.0010208     -1.2659E-4
-97.000         49.000         -20.000        0.0012175      -0.0011046     -1.1782E-4
-95.000         49.000         -20.000        0.0012450      -0.0011929     -1.0843E-4
-93.000         49.000         -20.000        0.0012690      -0.0012849     -9.9269E-5
-91.000         49.000         -20.000        0.0012896      -0.0013820     -8.6825E-5
-89.000         49.000         -20.000        0.0013046      -0.0014825     -7.6014E-5
-87.000         49.000         -20.000        0.0013149      -0.0015853     -6.5161E-5
-85.000         49.000         -20.000        0.0013185      -0.0016909     -5.2328E-5
-83.000         49.000         -20.000        0.0013165      -0.0017982     -4.1236E-5
-81.000         49.000         -20.000        0.0013076      -0.0019045     -3.1771E-5
-79.000         49.000         -20.000        0.0012919      -0.0020102     -2.0011E-5
-77.000         49.000         -20.000        0.0012705      -0.0021145     -1.1749E-5
-75.000         49.000         -20.000        0.0012416      -0.0022150     -5.6728E-6
-73.000         49.000         -20.000        0.0012082      -0.0023091     -5.2709E-7
-71.000         49.000         -20.000        0.0011707      -0.0023994     3.6380E-6
-69.000         49.000         -20.000        0.0011293      -0.0024822     2.9565E-6
-67.000         49.000         -20.000        0.0010859      -0.0025567     -4.3383E-7
-65.000         49.000         -20.000        0.0010431      -0.0026262     -3.6132E-6
-63.000         49.000         -20.000        0.0010011      -0.0026877     -1.1353E-5
-61.000         49.000         -20.000        9.6268E-4      -0.0027411     -2.0289E-5
-59.000         49.000         -20.000        9.2729E-4      -0.0027909     -3.1728E-5
-57.000         49.000         -20.000        8.9758E-4      -0.0028358     -4.3257E-5
-55.000         49.000         -20.000        8.7455E-4      -0.0028764     -5.9275E-5
-53.000         49.000         -20.000        8.5747E-4      -0.0029190     -6.9975E-5
-51.000         49.000         -20.000        8.4661E-4      -0.0029613     -8.4228E-5
-49.000         49.000         -20.000        8.4234E-4      -0.0030067     -9.6186E-5
-47.000         49.000         -20.000        8.4350E-4      -0.0030570     -1.0874E-4
-45.000         49.000         -20.000        8.4714E-4      -0.0031136     -1.1483E-4
-43.000         49.000         -20.000        8.5297E-4      -0.0031774     -1.2249E-4
-41.000         49.000         -20.000        8.5852E-4      -0.0032491     -1.2734E-4
-39.000         49.000         -20.000        8.6247E-4      -0.0033298     -1.2929E-4
-37.000         49.000         -20.000        8.6217E-4      -0.0034184     -1.2682E-4
-35.000         49.000         -20.000        8.5455E-4      -0.0035140     -1.2673E-4
-33.000         49.000         -20.000        8.3903E-4      -0.0036156     -1.2221E-4
-31.000         49.000         -20.000        8.1274E-4      -0.0037211     -1.2170E-4
-29.000         49.000         -20.000        7.7699E-4      -0.0038298     -1.1438E-4
-27.000         49.000         -20.000        7.2882E-4      -0.0039371     -1.1335E-4
-25.000         49.000         -20.000        6.6823E-4      -0.0040420     -1.1153E-4
-23.000         49.000         -20.000        5.9652E-4      -0.0041417     -1.1441E-4
-21.000         49.000         -20.000        5.1322E-4      -0.0042331     -1.1738E-4
-19.000         49.000         -20.000        4.1830E-4      -0.0043152     -1.2779E-4
-17.000         49.000         -20.000        3.1826E-4      -0.0043828     -1.3893E-4
-15.000         49.000         -20.000        2.1154E-4      -0.0044376     -1.5485E-4
-13.000         49.000         -20.000        1.0126E-4      -0.0044763     -1.7526E-4
-11.000         49.000         -20.000        -1.0063E-5     -0.0044995     -2.0293E-4
-9.0000         49.000         -20.000        -1.2140E-4     -0.0045064     -2.3322E-4
-7.0000         49.000         -20.000        -2.2671E-4     -0.0044964     -2.7064E-4
-5.0000         49.000         -20.000        -3.2475E-4     -0.0044710     -3.0761E-4
-3.0000         49.000         -20.000        -4.1305E-4     -0.0044323     -3.4853E-4
-1.0000         49.000         -20.000        -4.9045E-4     -0.0043809     -3.9077E-4
1.0000          49.000         -20.000        -5.5452E-4     -0.0043190     -4.3739E-4
3.0000          49.000         -20.000        -6.0439E-4     -0.0042500     -4.7953E-4
5.0000          49.000         -20.000        -6.3626E-4     -0.0041757     -5.2424E-4
7.0000          49.000         -20.000        -6.5254E-4     -0.0041000     -5.6689E-4
9.0000          49.000         -20.000        -6.5011E-4     -0.0040262     -6.0643E-4
11.000          49.000         -20.000        -6.3182E-4     -0.0039566     -6.4144E-4
13.000          49.000         -20.000        -5.9828E-4     -0.0038967     -6.6908E-4
15.000          49.000         -20.000        -5.5022E-4     -0.0038483     -6.9208E-4
17.000          49.000         -20.000        -4.9062E-4     -0.0038147     -7.0837E-4
19.000          49.000         -20.000        -4.2025E-4     -0.0037986     -7.1707E-4
21.000          49.000         -20.000        -3.4367E-4     -0.0038024     -7.1682E-4
23.000          49.000         -20.000        -2.6465E-4     -0.0038293     -7.0394E-4
25.000          49.000         -20.000        -1.8887E-4     -0.0038784     -6.8763E-4
27.000          49.000         -20.000        -1.1888E-4     -0.0039503     -6.6471E-4
29.000          49.000         -20.000        -5.9375E-5     -0.0040442     -6.2759E-4
31.000          49.000         -20.000        -1.3131E-5     -0.0041608     -5.8665E-4
33.000          49.000         -20.000        1.2414E-5      -0.0042961     -5.3715E-4
35.000          49.000         -20.000        1.2902E-5      -0.0044462     -4.8811E-4
37.000          49.000         -20.000        -1.2706E-5     -0.0046075     -4.2957E-4
39.000          49.000         -20.000        -6.9553E-5     -0.0047746     -3.7768E-4
41.000          49.000         -20.000        -1.5953E-4     -0.0049445     -3.2092E-4
43.000          49.000         -20.000        -2.8027E-4     -0.0051054     -2.6963E-4
45.000          49.000         -20.000        -4.3612E-4     -0.0052558     -2.2112E-4
47.000          49.000         -20.000        -6.2238E-4     -0.0053870     -1.8175E-4
49.000          49.000         -20.000        -8.4412E-4     -0.0054881     -1.5758E-4
51.000          49.000         -20.000        -0.0010866     -0.0055617     -1.4299E-4
53.000          49.000         -20.000        -0.0013574     -0.0055937     -1.4530E-4
55.000          49.000         -20.000        -0.0016432     -0.0055761     -1.6802E-4
57.000          49.000         -20.000        -0.0019303     -0.0055248     -2.0091E-4
59.000          49.000         -20.000        -0.0022204     -0.0054183     -2.5081E-4
61.000          49.000         -20.000        -0.0025068     -0.0052615     -3.1768E-4
63.000          49.000         -20.000        -0.0027708     -0.0050596     -4.0629E-4
65.000          49.000         -20.000        -0.0030148     -0.0048103     -5.0633E-4
67.000          49.000         -20.000        -0.0032273     -0.0045168     -6.2408E-4
69.000          49.000         -20.000        -0.0034079     -0.0042005     -7.3827E-4
71.000          49.000         -20.000        -0.0035503     -0.0038507     -8.5289E-4
73.000          49.000         -20.000        -0.0036459     -0.0034774     -9.8385E-4
75.000          49.000         -20.000        -0.0037017     -0.0031013     -0.0011093
77.000          49.000         -20.000        -0.0037191     -0.0027149     -0.0012251
79.000          49.000         -20.000        -0.0036875     -0.0023310     -0.0013303
81.000          49.000         -20.000        -0.0036244     -0.0019630     -0.0014327
83.000          49.000         -20.000        -0.0035290     -0.0016077     -0.0015197
85.000          49.000         -20.000        -0.0034032     -0.0012707     -0.0015902
87.000          49.000         -20.000        -0.0032541     -9.5971E-4     -0.0016517
89.000          49.000         -20.000        -0.0030893     -6.7714E-4     -0.0016950
91.000          49.000         -20.000        -0.0029102     -4.1773E-4     -0.0017294
93.000          49.000         -20.000        -0.0027214     -1.8815E-4     -0.0017480
95.000          49.000         -20.000        -0.0025298     1.2007E-5      -0.0017513
97.000          49.000         -20.000        -0.0023373     1.8750E-4      -0.0017494
99.000          49.000         -20.000        -0.0021458     3.3823E-4      -0.0017331
-99.000         51.000         -20.000        0.0011086      -9.9010E-4     -1.3867E-4
-97.000         51.000         -20.000        0.0011351      -0.0010669     -1.3258E-4
-95.000         51.000         -20.000        0.0011582      -0.0011474     -1.2626E-4
-93.000         51.000         -20.000        0.0011785      -0.0012327     -1.1783E-4
-91.000         51.000         -20.000        0.0011954      -0.0013208     -1.0923E-4
-89.000         51.000         -20.000        0.0012076      -0.0014114     -1.0155E-4
-87.000         51.000         -20.000        0.0012152      -0.0015047     -9.2975E-5
-85.000         51.000         -20.000        0.0012178      -0.0016002     -8.4739E-5
-83.000         51.000         -20.000        0.0012150      -0.0016958     -7.7500E-5
-81.000         51.000         -20.000        0.0012060      -0.0017910     -6.8610E-5
-79.000         51.000         -20.000        0.0011925      -0.0018869     -6.3113E-5
-77.000         51.000         -20.000        0.0011739      -0.0019798     -5.6738E-5
-75.000         51.000         -20.000        0.0011489      -0.0020692     -5.3367E-5
-73.000         51.000         -20.000        0.0011202      -0.0021556     -4.9134E-5
-71.000         51.000         -20.000        0.0010886      -0.0022369     -4.9062E-5
-69.000         51.000         -20.000        0.0010533      -0.0023126     -5.0697E-5
-67.000         51.000         -20.000        0.0010170      -0.0023821     -5.3061E-5
-65.000         51.000         -20.000        9.8043E-4      -0.0024472     -5.9219E-5
-63.000         51.000         -20.000        9.4419E-4      -0.0025058     -6.6775E-5
-61.000         51.000         -20.000        9.0989E-4      -0.0025587     -7.5493E-5
-59.000         51.000         -20.000        8.8029E-4      -0.0026081     -8.5202E-5
-57.000         51.000         -20.000        8.5350E-4      -0.0026542     -9.6408E-5
-55.000         51.000         -20.000        8.3152E-4      -0.0026972     -1.0758E-4
-53.000         51.000         -20.000        8.1507E-4      -0.0027407     -1.1970E-4
-51.000         51.000         -20.000        8.0258E-4      -0.0027850     -1.3184E-4
-49.000         51.000         -20.000        7.9487E-4      -0.0028311     -1.4247E-4
