% Magnetic field reconstruction point table
% Method: Separable Global Ordinary Kriging
% Grid size: 100 x 100 (rows=y, columns=x)
% Length unit: mm
% Magnetic field unit: T
% z plane: -20 mm
% Data order: y-major rows, x increasing within each row
% Columns use tab separators
% x(mm)	y(mm)	z(mm)	Bx(T)	By(T)	Bz(T)
-95	-95	-20	-2.92752939193e-05	0.000314442725996	-0.000413260979629
-93	-95	-20	-3.15036167546e-05	0.000317331024621	-0.000427207093411
-91	-95	-20	-3.90384094248e-05	0.000319822124707	-0.00043182566613
-89	-95	-20	-4.97688915465e-05	0.000322139244108	-0.000431387704733
-87	-95	-20	-6.18634893225e-05	0.000324421542758	-0.000429336247645
-85	-95	-20	-7.40124613842e-05	0.000326700879669	-0.000427825673203
-83	-95	-20	-8.55172895804e-05	0.000328909431797	-0.000427643364421
-81	-95	-20	-9.62228091179e-05	0.000330915365596	-0.000428500470402
-79	-95	-20	-0.000106329920871	0.000332575678144	-0.00042957531658
-77	-95	-20	-0.000116156144014	0.000333790270264	-0.000430125154839
-75	-95	-20	-0.000125919983436	0.000334540923553	-0.000429970181357
-73	-95	-20	-0.000135611251064	0.000334903379574	-0.000429701767649
-71	-95	-20	-0.000144978102962	0.000335028888067	-0.000430559756793
-69	-95	-20	-0.000153622814016	0.000335100953953	-0.000434032429472
-67	-95	-20	-0.000161164286083	0.000335280692275	-0.000441323153537
-65	-95	-20	-0.000167406169905	0.000335657790827	-0.000452871217308
-63	-95	-20	-0.000172450507659	0.00033622242003	-0.000468097040978
-61	-95	-20	-0.000176716791197	0.000336866987473	-0.000485469224176
-59	-95	-20	-0.000180858278873	0.000337417382471	-0.000502885776497
-57	-95	-20	-0.000185600875279	0.000337684161265	-0.000518257964491
-55	-95	-20	-0.000191554328243	0.000337517850774	-0.00053011598754
-53	-95	-20	-0.000199053604634	0.000336851158541	-0.000538043895038
-51	-95	-20	-0.000208078095502	0.000335714807639	-0.000542801361218
-49	-95	-20	-0.000218271568443	0.000334221750924	-0.000546086900421
-47	-95	-20	-0.000229054701357	0.000332524175556	-0.000550010398466
-45	-95	-20	-0.000239794430727	0.000330756022315	-0.000556436370263
-43	-95	-20	-0.000249978602409	0.000328978198932	-0.000566402870812
-41	-95	-20	-0.000259344893895	0.000327142966569	-0.000579799815345
-39	-95	-20	-0.000267928863535	0.000325088420503	-0.000595410425687
-37	-95	-20	-0.000276021745259	0.000322565323757	-0.000611305342397
-35	-95	-20	-0.000284055936072	0.000319289409743	-0.000625466609302
-33	-95	-20	-0.000292456626918	0.000315005307058	-0.000636444134356
-31	-95	-20	-0.00030150582944	0.000309545347297	-0.000643834674141
-29	-95	-20	-0.000311258473966	0.000302868295607	-0.000648427698202
-27	-95	-20	-0.000321532112949	0.00029506871672	-0.000651967187279
-25	-95	-20	-0.000331968252865	0.000286355444713	-0.000656600717992
-23	-95	-20	-0.000342141931682	0.000277005245155	-0.000664188248203
-21	-95	-20	-0.000351683240524	0.000267303303435	-0.000675690285885
-19	-95	-20	-0.000360373448704	0.000257484491825	-0.000690832805903
-17	-95	-20	-0.000368188771984	0.000247688295491	-0.000708160601613
-15	-95	-20	-0.000375282696561	0.000237936502166	-0.000725468262068
